id_client,CARTE_VISA,DECES,MRH,PACK_BLEDI_ARE,TOUT_EN_UN,COMPTE_D_EPARGNE_ZERO,COMPTES_DEVISES
93694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12540,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31860,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71830,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81320,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
